date,height[m],error[m],dataset,ID,name,location,continent,country,longitude,latitude
2000-03-23,364.109,0.0,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-04-01,364.172,0.0007300760371272,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-04-11,364.057,0.0002459624557783,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-04-21,364.044,0.0001186781539693,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-05-01,363.976,0.000218220560686,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-05-11,363.863,0.0002118328174176,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-05-19,364.057,0.0004606500068689,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-05-21,363.778,0.0003449908707412,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-05-31,363.8,0.0003507204902707,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-06-09,363.915,0.0010750082298317,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-06-10,363.728,0.0,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-06-20,363.672,0.0004689666495998,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-06-30,363.557,5.1498219060035615e-05,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-07-10,363.511,0.0,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-07-14,363.444,0.0014503970921152,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
2000-07-20,363.535,0.0009512858171114,OP,29,"Turkana, Lake",None,Africa,ke,36.052,3.7606
