Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1980.0,0.17192844902754503,0.13923426699378053,0.13792110529242801,0.11673546836800805,0.09165714494988378,0.08024803783496967,0.07512604265760692,0.07664152955187761,0.0821327783965028,0.07993622043512208,0.13955940830376753,0.19181089118950176
1981.0,0.15252282854430801,0.14427903776480971,0.10352869314744063,0.08716906821493547,0.07944269579934964,0.07863571301255265,0.07739017953669115,0.0766693459058276,0.07893425473433482,0.08018970994520906,0.08458068605367097,0.08182251056735508
1982.0,0.12675678369565177,0.14457311236452192,0.11564741687662024,0.10459874947541313,0.09927344574288843,0.08769551576980948,0.07738367532932866,0.08119625872993169,0.07980954753827864,0.08906916478104306,0.10961877860954242,0.09880834446508241
1983.0,0.08864709082468987,0.08893797871575997,0.08206867306923778,0.08498546385556233,0.1020234792445068,0.07789318212029953,0.07378910282110332,0.07227209911723073,0.0749904192114291,0.07473351351758335,0.08681456890043267,0.08543818035446062
1984.0,0.08411096761115325,0.08763561536669072,0.08468868510700416,0.07786041516476326,0.08558356048424755,0.07629035424070611,0.07319868882389814,0.07412199106018633,0.07844604510950388,0.08017223748750765,0.11384064678936143,0.10428725520010294
1985.0,0.19804510166096648,0.14309606574277073,0.10916720801324263,0.094009164541672,0.14547115111468018,0.08182429219104066,0.07710752082653892,0.07583238054679128,0.08257927252770599,0.1035241249938021,0.10619639176410443,0.14288300217512892
1986.0,0.20388893976775418,0.14887534693156856,0.10563686650158995,0.08658136348963981,0.08161801274533743,0.08526937516413312,0.07513169157004564,0.0761554438450772,0.08619273716690043,0.155762844864697,0.14001095746888767,0.12674860056551052
1987.0,0.10767139579032377,0.10515612941931499,0.09745936277529642,0.0839921072342081,0.0904452147471355,0.07882809028080018,0.0851515647734129,0.07396199666962408,0.07568579180527485,0.08245766447217819,0.1529749047030231,0.16634409444812734
1988.0,0.14213542282679395,0.14586138956686423,0.1870865442383986,0.09431374160510467,0.08482948402737923,0.08376947781054059,0.0756011688410253,0.07385373018601173,0.079055156440044,0.1115231299817177,0.15026279706043683,0.16890715098462386
1989.0,0.12752292420198358,0.12382484949432215,0.09790012476606451,0.1107939445436937,0.0844452241503345,0.09023167220772427,0.08352345910157873,0.08152317606022623,0.08608356526021013,0.10327524383217392,0.15181111646057324,0.19269766670652883
1990.0,0.2129353972483001,0.1377275317830552,0.10533742472253041,0.10916114977203388,0.12892724400649758,0.08821007552042451,0.08010185630324718,0.0804808182693901,0.08465096924148596,0.0850592346145437,0.08657271798024664,0.1295037152262076
1991.0,0.13227099714084256,0.15046973260340502,0.1753016072699433,0.12909035225749066,0.100625811144967,0.09372343715970667,0.08240934718232615,0.07854337229763375,0.07915310098965432,0.11182427497877012,0.10404463407763145,0.13164414117996606
1992.0,0.1126179967258918,0.0995858763673599,0.11097551388299678,0.08655911922307229,0.08780461481829244,0.07812841972669375,0.07423165865923172,0.07443757852679016,0.07329766041750216,0.07789478263151348,0.10030030104917007,0.11818537573723256
1993.0,0.12394404391525875,0.12140346755478348,0.13412444807250365,0.08691225249166902,0.07861408433070446,0.07221950132210067,0.07190079817651694,0.07291963654706353,0.07750155170591261,0.08362626167047138,0.21875503274265648,0.20401425538274007
1994.0,0.19667389759835424,0.16588261162899595,0.15137662689802273,0.10831820042403112,0.09896536932671146,0.11428875751318841,0.08896425375143678,0.08400398845506195,0.10548122354838606,0.1758218846934774,0.18353487402135638,0.13586281464359995
1995.0,0.11750661458268337,0.11163382421181978,0.1187783132630628,0.11739949748593756,0.09017477582521605,0.08553793435266271,0.08419243529918852,0.08404486354356802,0.09021845262541607,0.11229907927938713,0.10408511187003296,0.12662885183228348
1996.0,0.1446782148612343,0.18750176830835502,0.18086453464631738,0.11170984575406043,0.09783338591598294,0.11696584863924145,0.09388756134520096,0.08424149868530943,0.08926572264702537,0.09099565214077741,0.09810079786280085,0.1184680815193303
1997.0,0.15486414374725413,0.12576022733852554,0.09698043318642004,0.12160058905826265,0.09370958686514927,0.08319313157604816,0.0768471227336785,0.08095132570456272,0.08989513387295159,0.0996413984942822,0.09482805035831975,0.10190226198873192
1998.0,0.11493683760920109,0.12994627582969256,0.10444578539234094,0.09202507510863905,0.07495564417928134,0.08204752961649066,0.07032126622632164,0.06926819822330373,0.07324362935851654,0.07800153267984335,0.07399005297876983,0.0842855855494251
1999.0,0.18026855329222655,0.16605778785824368,0.1210475907232871,0.08168060755411868,0.07090591707358312,0.07141879641143675,0.07027971182074849,0.071964031442912,0.08329526387180357,0.09023905169691997,0.09117043836417202,0.0983653405344908
2000.0,0.09539866041906908,0.08408763223045446,0.07851010574909362,0.07562373807092888,0.10462786456557378,0.09091051350196384,0.0705265584401609,0.07247545328500554,0.07282881268962495,0.10081300207873824,0.10626663033813732,0.09801836750236183
2001.0,0.09691740357402437,0.08111123299092164,0.0727434818506329,0.07099441595652484,0.07228109474027641,0.06750465152389723,0.06701485602227698,0.06839499895677803,0.07464230491802677,0.106341551079691,0.09290288447452244,0.11308294410768226
2002.0,0.11113672274124285,0.08751042862251147,0.08868134616687597,0.09603051924442557,0.07479552544039805,0.06668183888528878,0.06515826749375837,0.07078849574326254,0.07442154642861502,0.07335821492262361,0.09668811536768913,0.10556926302590987
2003.0,0.09023705639258989,0.12353397623010015,0.09798101553982279,0.07806815885505379,0.06621450610670251,0.06501666336703565,0.06458730392270359,0.06789509964806266,0.07526037993888089,0.12904515322008428,0.16196045575884044,0.13930558307596674
