Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2003.0,64.33308491598837,75.71361783599335,95.99071520244291,107.82051172546319,104.9767661478531,104.79193036361323,107.29449987426139,126.27733787713093,99.24469315396327,97.79118139069627,1.0,54.06876231610025
2004.0,54.22881476114141,54.775842174841934,77.41069895163058,60.008328247396314,45.23474180323206,55.64008800316545,34.177667282861066,79.48156564492234,74.25313985533886,83.29955895163891,73.24096988596804,71.11407519735096
2005.0,78.70900219587166,94.0100423349924,114.60758564029062,144.19526021415962,116.99958257317459,126.1998952688624,183.03653142474408,188.95445024677963,159.44858964650226,143.9290155999838,156.61777339850198,166.99658931007758
2006.0,150.7233164273665,140.50080987789036,129.19728107083128,130.280711133504,101.43170179335523,96.06998978538276,72.55360455654917,68.32101316393323,78.58882813151845,70.75964146022454,59.60389551728374,50.479395602073346
2007.0,53.34874089332662,70.88707398220544,73.35882173288282,62.82750660895351,42.25892866391669,40.8280283765061,66.33188385215176,88.47141185753708,69.85980514705095,100.33438729970794,106.80708673055756,111.09886325626036
2008.0,105.9609784943297,120.08616072750897,120.37626513868881,141.11874424170915,109.785544029673,95.35044006651366,134.2387786205931,147.96444821096534,164.933343165004,154.20335459610354,132.45791172698705,118.50839935355411
2009.0,86.86711429626956,74.81321474925632,54.56981997555056,47.97651260744081,58.669348464868676,57.43338014063716,79.14615355804307,73.93253055682926,103.77874436903234,88.09676247896667,62.3489217855346,69.34871406444587
2010.0,76.89395099294006,87.14662389916862,102.78797883233335,122.90268212831177,109.63833349403919,95.9013226065086,107.35335673474098,112.94406088009956,68.01959392644844,57.053467302973644,50.79900956084772,45.14901361560795
2011.0,39.43338636916649,46.959826337148066,42.47206005994222,63.543799784072895,46.149678388983524,39.53258657689012,96.97431316561796,107.81239704116291,112.09379657448173,116.10281634501459,109.36488973451448,106.69109722143341
2012.0,97.59542582993309,101.11623788433509,100.36822379461097,85.09097072895105,73.79144724038049,133.53616176951144,146.44834237560508,179.31666920019174,156.07215600069634,152.5815397740603,141.64110901254816,109.37093510737671
2013.0,105.76037789997712,94.41664627195402,82.30423859306033,94.713979841141,95.37210632897668,120.99951461263669,147.83685221080128,146.95585980178728,131.7763446680813,166.25319996484833,140.74709758309544,118.56769632572612
2014.0,127.84921519272433,120.5625113590341,120.06216122751724,145.06604260156175,117.24014863396471,131.23842941559928,132.95290187328604,159.70383632432518,180.1045905702011,176.4572463635835,157.46045970329007,143.62437022144934
2015.0,138.958078024973,172.58519396556213,126.43961950452052,111.20020424074146,102.52529118763537,92.10677494171814,116.62276397590311,181.1702564393579,197.6640506134706,183.07221291412012,161.16748368485594,120.77751272453318
2016.0,107.92979861500842,106.94985213166058,132.22750644614356,125.83157117732706,101.22372522282998,153.45174724517454,142.93342342769006,150.1144210111648,143.2803344471797,134.0685225360932,89.42323901087838,94.25651086865199
2017.0,83.41594010391941,71.58771288322453,57.47096195111562,32.24437059244204,34.53670654666074,112.24383680413784,131.29872001423684,144.85991830730677,151.36849754785788,157.37177833657685,142.33813301750342,125.71152407356689
2018.0,114.70641501375023,106.30008368161924,90.80726860400667,85.61438829125639,88.07378441545978,129.5828669902825,177.83525397953142,180.0261240900913,166.23921084869636,107.51275065693602,77.43535626770249,98.15498711500875
2019.0,87.55041173917645,81.39845171162925,61.44048904867443,48.981163966504724,82.54481908297899,156.2767012925375,190.66203848395006,198.4827034294656,191.72701076425938,66.55764452951566,77.88943943657134,39.51505562605917
